comments,labels
妈妈真能忍,0
陈祉希可以的哦 片长应该压缩到分钟,2
一个女儿对过世母亲的思念 人们往往会记住自己想记住的 而不愿面对事实 同样的与自己和解  赎罪 就拍得很好看 更能自圆其说,2
八十年代元素胡乱堆砌 各路明星惊喜客串 在讨观众欢心上下足了功夫 亦是败笔 ,0
赤诚 感人 投射了真感情  但亮点在原作 剧本 舞台化表演 不在电影上  ,2
emm 总的来说 温情 感动 赚眼泪 但是一跃成为春节档最佳电影 侧面反映中国电影市场的不足 ,2
虽然很感人 不过确实也挺残忍的 用自己的一生去成全另一个人的一生 这很伟大 我很感动 我很自私 因此我打算不要孩子 ,2
那个褪色染色的创意挺好的 和我妈看哭的挺猛的,2
小品电影 最后有点干嚎硬煽 为了妈妈开心就是去撮合妈妈和厂长家傻儿子 这种思路感觉和父母催婚都是为了你好如出一辙 张小斐不错 像张可颐哎 ,2
这年代为主线的故事 真的很适合一家老小观看 ,2
一方面 这是一部真诚但陈旧的电影 另一方面 我和我妈因此度过了尴尬得很有意义的春节最后一个傍晚 ,1
反复消费八十年代文化符号非常令人疲惫 哭戏也太用力过猛 仅剩的只有真诚了吧 我国观众一到春节档就变得这么感性 真的好吗 ,0
人评 分  和爸妈一起看,2
又是穿越题材 期望有点高了 后面靠贾玲大量的催泪情节强调母亲的爱 我实在感动不起来 ,2
女版 乘风破浪  没想象的那么好哭 ,0
 结尾 星 勉强及格   唐探 星 ,0
陪妈妈看,2
话剧布景 剧情与喜剧场景刻板甚至无趣 可情感氛围却又是赤诚火热 十分主题 六分展现  ,2
故事好就成功了一大半 ,2
价值观挺好 无论儿女父母 不需要有多大成就 健康快乐就好,2
看到了一点韩国电影 开心家族 的影子 相似的反转导火索 中国妈妈缝的裤子 韩国妈妈做的菜 一发入魂 一路泪奔 但贾玲的表达更私人 真挚 自然 没太多味精 不过个人比较排斥后半段这种高浓度的煽情 尤其是边哭边回忆穿插  男演员跟年代电影里的男青年形象相去甚远了  ,2
首先影片是合格的 我看的时候并没有觉得贾玲 消费母亲   可能她的母亲对她而言是特别重要的存在 而父亲在现实中是只出现了背影 而在 过去或者梦境 中只是在结婚的时候以乔杉的形象出现了 而 乔杉也说  你对我印象不好 所以我推测现实中的贾玲的父亲或者她对于她父亲的印象是个坏怂 缺席了贾玲的童年生活  或者是一般人 因为她母亲的光芒遮住了她的父亲 贾玲想在电影怀念 或者是一种愧疚什么的 她的母亲没有错 我们也有母亲 所以我们有些人会在最后被感动可能是共情和自己父母的原因 我被感动了可觉得结尾还是有点长了 虽长但理解 是个比唐探好的电影 但还要加油 ,2
评分虚高了 虽然作为初导值得鼓励 ,0
开心麻花这个团队 挺神奇的 话剧场场爆 演起电影咋就那么别扭 除了几年前的驴得水 就一点小水花 另外 希望沈腾减肥 少主持 戒油腻 多演话剧吧 小品也成 至于贾玲 不了解 不做评价 演技也过得去 ,2
就真的  胜在真诚 ,0
妥妥的三星半的电影 我个人觉得评分有点偏高 打 平衡一下吧 Ps 豆瓣啥时候能出半 啊,2
  中规中矩 看见ch就恶心,0
一定是能力有限 是真没看懂结局的反转 可能是想多了 但这并不妨碍我对贾玲升职导演的感性支持 ,2
共情在于自己 而非电影,0
我现在评价一件事的时候 更喜欢先考虑一下行动主体的意图 相应地 评价标准就是考察他的完成度 我觉得贾玲做这部 更多的是出于卖座方面考虑 从这个角度上讲 首先这个片子成功把握了观众的笑点 哭点 又有很好的营销团队 对春节期间走进影院的大多数观众来讲 大家无非为了讨个欢乐 这部电影又好笑又好哭 而且很温情 适合全家人一起观看 从这些方面来讲 我觉得这个片子完成度挺不错的   但如果说把它放到 电影 的评价体系中来看 我觉得这部片子不太能算是一部电影 整个视听语言都是小品化的 叙事缺乏讲故事所应具有的逻辑 情感铺垫是一种短平快的煽情 笑点往往采用夸张的表情动作 谐音梗 然后 用了 两个小时 这个极其表面的电影的形式来包装 从这个方面来说 这个作品是缺乏诚意的 ,2
电影前半段 让我觉得是把小品的台词和舞台搬到了电影中 笑是笑了 但实在没什么高级感 况且这种穿越已很是老套  夏洛特烦恼   乘风破浪 都是类似主题  母女二人同时穿越 但是有些创新 剧情也在此时得到爆发和升华 贾玲跑着哭着喊着 妈妈  这段戏表演得太真实了 因为是自己的故事 贾玲在这里没有任何表演痕迹  从拍摄手法上看 顶多给两星 但能讲好一个故事并让观众潸然泪下 并不是一件容易的事儿 所以贾玲的首部作品我给三星 ,2
得 今年春晚没看 这部超长版小品找补回来了  前面搞笑老套 没笑  后面煽情僵硬 没哭   唯有最后十分钟总算有许看点了 但揭晓事实之后依旧是出戏的演技和僵硬的煽情   陪我妈看的 我妈笑了几次 那就多打一星吧   电影之外 有了贾玲的这份孝心 她妈妈一定会倍感欣慰  ,2
年纪大了就得少看这种剧     ,0
搞笑很nice 减掉一分主要是因为后半部分处理的太直接让我有些无所适从,2
形式内容都没有任何精巧之处 穿越很生硬 完全服务于私人情感的表达 结尾也不难猜 剧情有点傻乐 倒也挺可爱 但张小斐的一颦一笑太有感染力了 神似我以前一个同学 好喜欢她 最后贾玲写她妈妈生平与记忆那短短两页字倒是把我戳到了 ,0
煽情部分在喊着让你哭 有些拍摄和抠象细节还看得出瑕疵 分数留给真情吧 ,0
最令我动容的是贾玲努力奔跑逃开黑白的追赶,2
笑点真的都不太好笑  但是挺真诚的,2
赤诚真挚的情感永远是最大的王牌 然而我和我妈看完电影立马因为莫名其妙的事情爆吵了一架      ,0
真的就是及格分,2
对于电影本身而言只是及格 而贾玲对于自己母亲的情愫是可以到星 ,2
贾玲的导演手法真的是非常的直白 直白   ,2
贾玲真实故事buff加成 以及贾玲沈腾本人的喜剧效果 让这部戏笑中带泪 虽拍的一般 但贵在感情真挚 ,2
贾玲妈妈一路走好 你的女儿很有出息,2
没什么感觉 甚至想早点结束回家睡觉 全影院都在哽咽抽鼻子的时候 我在想 是世界出问题了 还是我出问题了  看到了贾玲对母亲的感情 很真诚 她让全中国的观众都呼唤李焕英 她的妈妈一定听到了女儿的思念吧 ,2
吹过了,0
陈赫一身紫外套我以为从爱情公寓穿越过去的 基因遗传一节对长相和身材shame并不好笑  结尾称得上开年国产电影个人最喜爱反转 戏里戏外 因为真挚所以动人 不过煽情略长 也间接反映了观众哭的越久豆瓣评分越高的国产片现状 ,2
情感真挚 一力降十会 合适的电影遇上了自己合适的档期 ,2
还行的水平 硬伤点都是导演层面的 不过很多普通观众也不会介意 看着图一乐呵 ,2
没有感动 也没有触动 搞笑也有点儿勉强   一般的呀,0
剧情很弱 基本没什么逻辑性可言 最后的泪点是不错 但无法掩盖着薄弱的剧本 分给沈腾的表演 ,0
妈妈就是提起来就让人流泪的字眼啊  但节奏太缓慢了 加长版小品即视感 ,0
电影一般 感情真挚,2
真诚和质朴很有意义 一定程度上弥补了这部处女作在电影语言上的陈旧与稚嫩 加之以过分合时宜的强势概念先行 叙事毫无留白下几乎不会为难任何的的低观影门槛 在春节档成功理所应当 ,2
为啥襄阳人说东北话阿 我老家距离襄阳就小时路程 好出戏啊,2
love letter,2
童话性质的终场告别式   每个青春期的姑娘们可能都幻想过可以跟少女时期的妈妈生活在一起 一起成长一起分享  也曾问过爸妈 再来一次还会不会在一起 会不会尝试把握其他机遇 生活会是另一个轨道另一片光景 但是没有假设  这部电影是建立在一个假设之上的 把这种年少的幻想借助生命最终的告别呈现了出来  来的都是当红喜剧人们 笑料很多很自然 厂子里的竞争和爱情 是特别生动的段落  没有很哭 大概每个人触动点不同  很惊喜张小斐的表演 信念感很强 觉得就是角色本身 太自然了 ,2
就这 吹的有点过了,0
回到妈妈年轻时 让妈妈高兴 我想这是贾玲永远想做而做不到的事 所以她拍成了电影 前半段像 新难兄难弟  后半段像 开心家族  电影的高评价有同期衬托的因素  妈妈陪我看了前面就睡着了 而我个人的观影经历从 可是她还不会缝呢 哭到结尾 眼睛肿了 明天不能去照相了后天再去吧 个人理解这个电影 因为也有过类似想法 如果能回到过去 我要让爸爸和妈妈努力学习 拿到更高的学历找到更好的工作 或去到更大的城市找到更好的结婚对象 这样他们就会有更优秀的孩子了 更省心的孩子了 他们因为我而经历的伤心也就不存在了 现在只希望父母安康 ,2
   大年初三 带上全家人一起泪洒电影院 亲情穿越的设定联想到了 乘风破浪  我才不要和你做朋友呢  从小品扩展成一个电影 导演处女座靠演技全员在线顶住了 ps身为襄阳人看到鄂F车牌实在亲切 ,2
 分虚高 估计很多人是冲着最后的反转而给的高分 个人觉得沈腾在台上表演二人转的那段才是本片最精彩的部分 ,2
笑点密集 社死合辑 贾玲能将情感表达到这个地步很厉害 ,0
几个制片人还是很给力的 是那种能被大众喜欢欣赏的电影 不过在我看来是是女儿当下价值观 变有钱嫁厂长儿子 vs 妈妈年代朴素价值观的对决 中年的包玉梅觉得通过比赛能被厂长相中当儿媳妇是天大的好事 而年代的包玉梅却连比赛都不想参加 ,2
造梦机器 只有两股相拧的单纯情感链 ,0
怪我前期对这个片子的幕后了解的太多了 真正看的时候 贾玲的全情投入掏心掏肺反而让我不时出戏 作为处女作导演 尤其是隐隐觉得可能一生仅此一部的导演 贾玲还是非常值得肯定的 ,2
春节档众片轰炸如期而至 贾玲拿自己的周遭当素材有勇敢有诚意 剧情后半程有反转有惊喜 全片情绪 剧情都很流畅 ,2
确实对得起贾玲对自己母亲的感情了 但是还是好好笑 过年还是想要快乐 这部电影做到了 整个电影院笑得贼开心 前一个半小时笑出了眼泪 由于前门笑得太狠 感人部分只掉了几滴泪,2
其实故事还好 有着所有演员转行导演拍电影存在的问题 还好最后的反转升华了主题 否则也只是普普通通无法共情的小品故事 满屏幕都能感受得到贾玲对妈妈又爱又愧又遗憾的感情  你以为你已经很爱很爱妈妈了 但妈妈远比想象中更爱更爱你  希望我的妈妈可以长命百岁 让我有机会好好孝敬她 ,2
不质疑贾玲的真挚 全片都是用常用的喜剧手法在抖包袱 剧情也是用上了穿越片能用到的所有老套桥段 朴实的母亲 演技精湛的贾玲演女儿 让观众充分被感染赚到眼泪 但是作为电影 就那样 ,2
虽然看哭了也看笑了但整体是真的平庸 ,0
唉呀妈呀真是逼人哭的片,0
没有传说中的那么神 但是贾玲这份感情真的 没得说 ,2
